bundesland;name;v1org;v1art;v1position;v1beginn;v1ende;v2org;v2art;v2position;v2beginn;v2ende;v3org;v3art;v3position;v3beginn;v3ende;tag1;tag2;tag3
Mecklenburg-Vorpommern;Sebastian Schröder;Ministerium für Bildung, Wissenschaft und Kultur Mecklenburg-Vorpommern;government;Staatssekretär;10/25/11;;;;;;;;;;;;Kabinett Sellering II;Mecklenburg-Vorpommern;Landesregierung
Mecklenburg-Vorpommern;Volker Schlotmann;Ministerium für Energie, Infrastruktur und Landesentwicklung Mecklenburg-Vorpommern;government;Minister für Energie, Infrastruktur und Landesentwicklung;10/25/11;1/13/14;;;;;;SPD;Mitglied;;;;Kabinett Sellering II;Mecklenburg-Vorpommern;Landesregierung
Mecklenburg-Vorpommern;Christian Pegel;Ministerium für Energie, Infrastruktur und Landesentwicklung Mecklenburg-Vorpommern;government;Minister für Energie, Infrastruktur und Landesentwicklung;1/14/14;;;;;;;;;;;;Kabinett Sellering II;Mecklenburg-Vorpommern;Landesregierung
Mecklenburg-Vorpommern;Ina-Maria Ulbrich;Ministerium für Energie, Infrastruktur und Landesentwicklung Mecklenburg-Vorpommern;government;Staatssekretärin;10/25/11;;;;;;;;;;;;Kabinett Sellering II;Mecklenburg-Vorpommern;Landesregierung
Mecklenburg-Vorpommern;Manuela Schwesig ;Ministerium für Arbeit, Gleichstellung und Soziales Mecklenburg-Vorpommern;government;Ministerin für Arbeit, Gleichstellung und Soziales;10/25/11;12/16/13;;;;;;SPD;Mitglied;;;;Kabinett Sellering II;Mecklenburg-Vorpommern;Landesregierung
Mecklenburg-Vorpommern;Birgit Hesse ;Ministerium für Arbeit, Gleichstellung und Soziales Mecklenburg-Vorpommern;government;Ministerin für Arbeit, Gleichstellung und Soziales;1/14/14;;;;;;;;;;;;Kabinett Sellering II;Mecklenburg-Vorpommern;Landesregierung
Mecklenburg-Vorpommern;Nikolaus Voss;Ministerium für Arbeit, Gleichstellung und Soziales Mecklenburg-Vorpommern;government;Staatssekretär;10/25/11;;;;;;;;;;;;Kabinett Sellering II;Mecklenburg-Vorpommern;Landesregierung
Schleswig-Holstein;Torsten Albig;Staatskanzlei Schleswig-Holstein;government;Ministerpräsident;6/12/12;;;;;;;SPD;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Stefan Studt;Staatskanzlei Schleswig-Holstein;government;Chef der Staatskanzlei und Bevollmächtigter des Landes beim Bund;6/12/12;9/26/14;Minister für Inneres und Bundesangelegenheiten ;government;;9/26/14;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Thomas Losse-Müller;Staatskanzlei Schleswig-Holstein;government;Chef der Staatskanzlei und Bevollmächtigter des Landes beim Bund;9/26/14;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Robert Habeck;Staatskanzlei Schleswig-Holstein;government;Erster Stellvertreter des Ministerpräsidenten;6/12/12;;;;;;;GRÜNE;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Anke Spoorendonk;Staatskanzlei Schleswig-Holstein;government;Zweite Stellvertreterin des Ministerpräsidenten;6/12/12;;;;;;;SSW;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Andreas Breitner ;Ministerium für Inneres und Bundesangelegenheiten Schleswig-Holstein;government;Minister für Inneres und Bundesangelegenheiten ;6/12/12;9/25/14;;;;;;SPD;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Bernd Küpperbusch;Ministerium für Inneres und Bundesangelegenheiten Schleswig-Holstein;government;Staatssekretär;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Anke Spoorendonk;Ministerium für Justiz, Europa und Kultur Schleswig-Holstein;government;Ministerin für Justiz, Europa und Kultur ;6/12/12;;;;;;;SSW;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Eberhard Schmidt-Elsaeßer;Ministerium für Justiz, Europa und Kultur Schleswig-Holstein;government;Staatssekretär;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Monika Heinold;Finanzministerium Schleswig-Holstein;government;Finanzministerin Schleswig-Holstein;6/12/12;;;;;;;GRÜNE;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Thomas Losse-Müller ;Finanzministerium Schleswig-Holstein;government;Staatssekretär;6/12/12;9/26/14;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Philipp Nimmermann;Finanzministerium Schleswig-Holstein;government;Staatssekretär;10/20/14;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Reinhard Meyer;Ministerium für Wirtschaft, Arbeit, Verkehr und Technologie Schleswig-Holstein;government;Minister für Wirtschaft, Arbeit, Verkehr und Technologie ;6/12/12;;;;;;;SPD;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Frank Nägele;Ministerium für Wirtschaft, Arbeit, Verkehr und Technologie Schleswig-Holstein;government;Staatssekretär;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Ralph Müller-Beck;Ministerium für Wirtschaft, Arbeit, Verkehr und Technologie Schleswig-Holstein;government;Staatssekretär;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Kristin Alheit;"Ministerium für Soziales, Gesundheit, Wissenschaft und Gleichstellung Schleswig-Holstein";government;"Ministerin für Soziales, Gesundheit, Wissenschaft und Gleichstellung";6/12/12;;;;;;;SPD;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Anette Langner;"Ministerium für Soziales, Gesundheit, Wissenschaft und Gleichstellung Schleswig-Holstein";government;Staatssekretärin;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Rolf Fischer;"Ministerium für Soziales, Gesundheit, Wissenschaft und Gleichstellung Schleswig-Holstein";government;Staatssekretär;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Robert Habeck;Ministerium für Energiewende, Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein;government;Minister für Energiewende, Landwirtschaft, Umwelt und ländliche Räume;6/12/12;;;;;;;GRÜNE;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Ingrid Nestle;Ministerium für Energiewende, Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein;government;Staatssekretärin;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Silke Schneider;Ministerium für Energiewende, Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein;government;Staatssekretärin;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Waltraud Wende ;"Ministerium für Schule und Berufsbildung Schleswig-Holstein";government;"Ministerin für Schule und Berufsbildung";6/12/12;9/12/14;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Britta Ernst ;"Ministerium für Schule und Berufsbildung Schleswig-Holstein";government;"Ministerin für Schule und Berufsbildung";9/16/14;;;;;;;SPD;Mitglied;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Schleswig-Holstein;Dirk Loßack;"Ministerium für Schule und Berufsbildung Schleswig-Holstein";government;Staatssekretär;6/12/12;;;;;;;;;;;;Kabinett Albig;Schleswig-Holstein;Landesregierung
Bremen;Jens Böhrnsen;Senat der Hansestadt Bremen;government;Bürgermeister und Präsident des Senats;6/30/11;;Senat der Hansestadt Bremen;government;Senator für Kultur und kirchliche Angelegenheiten;6/30/11;;SPD;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Karoline Linnert;Senat der Hansestadt Bremen;government;"Bürgermeisterin und Senatorin für Finanzen";6/30/11;;Senat der Hansestadt Bremen;government;Senatskommissarin für den Datenschutz;6/30/11;;Bündnis 90/Die Grünen;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Ulrich Mäurer;Senat der Hansestadt Bremen;government;Senator für Inneres und Sport;6/30/11;;;;;;;SPD;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Renate Jürgens-Pieper;Senat der Hansestadt Bremen;government;Senatorin für Bildung, Wissenschaft und Gesundheit;6/30/11;12/13/12;;;;;;SPD;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Eva Quante-Brandt;Senat der Hansestadt Bremen;government;Senatorin für Bildung und Wissenschaft ;12/13/12;;;;;;;SPD;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Hermann Schulte-Sasse;Senat der Hansestadt Bremen;government;Senator für Gesundheit;12/13/12;;;;;;;parteilos;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Anja Stahmann;Senat der Hansestadt Bremen;government;Senatorin für Soziales, Kinder, Jugend und Frauen;6/30/11;;Senat der Hansestadt Bremen;government;Senatskommissarin für die Verwirklichung der Gleichberechtigung der Frau;6/30/11;;Bündnis 90/Die Grünen;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Joachim Lohse;Senat der Hansestadt Bremen;government;Senator für Umwelt, Bau und Verkehr;6/30/11;;;;;;;Bündnis 90/Die Grünen;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Martin Günthner;Senat der Hansestadt Bremen;government;Senator für Wirtschaft, Arbeit und Häfen;6/30/11;;Senat der Hansestadt Bremen;government;Senator für Justiz und Verfassung;6/30/11;;SPD;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Eva Quante-Brandt;Senat der Hansestadt Bremen;government;Bevollmächtigte der Freien Hansestadt Bremen beim Bund und für Europa;6/30/11;12/13/12;Senat der Hansestadt Bremen;government;Staatsrätin für Bundesangelegenheiten, Europa und Integration;6/30/11;;SPD;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Bremen;Ulrike Hiller;Senat der Hansestadt Bremen;government;Bevollmächtigte der Freien Hansestadt Bremen beim Bund und für Europa;12/13/12;;Senat der Hansestadt Bremen;government;Staatsrätin für Bundesangelegenheiten, Europa und Integration;12/13/12;;SPD;Mitglied;;;;Kabinett Böhrnsen lll;Bremen;Landesregierung
Hamburg;Olaf Scholz;Senat der Hansestadt Hamburg;government;Präsident des Senats und Erster Bürgermeister;3/7/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Christoph Krupp;Senat der Hansestadt Hamburg;government;Staatsrat;3/7/11;;Senat der Hansestadt Hamburg;government;Chef der Senatskanzlei;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Wolfgang Schmidt ;Senat der Hansestadt Hamburg;government;Staatsrat;3/7/11;;Senat der Hansestadt Hamburg;government;Bevollmächtigter beim Bund, bei der EU und für auswärtige Angelegenheiten;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Bettina Lentz;Senat der Hansestadt Hamburg;government;Staatsrätin;3/7/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Dorothee Stapelfeldt;Senat der Hansestadt Hamburg;government;Zweite Bürgermeisterin;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Dorothee Stapelfeldt;Senat der Hansestadt Hamburg;government;Senator für Wissenschaft und Forschung;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Kristina Böhlke;Senat der Hansestadt Hamburg;government;Staatsrätin;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Ties Rabe;Senat der Hansestadt Hamburg;government;Senator für Schule und Berufsbildung;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Michael Voges;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Michael Neumann;Senat der Hansestadt Hamburg;government;Senator für Inneres und Sport;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Volker Schiek;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Karl Schwinke;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Peter Tschentscher;Senat der Hansestadt Hamburg;government;Finanzsenator;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Jens Lattmann;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Frank Horch;Senat der Hansestadt Hamburg;government;Senator für Wirtschaft, Verkehr und Innovation;3/23/11;;;;;;;;;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Bernd Egert;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Andreas Rieckhof;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Jutta Blankau;Senat der Hansestadt Hamburg;government;Senator für Stadtentwicklung und Umwelt;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Michael Sachs;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Holger Lange;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Jana Schiedek;Senat der Hansestadt Hamburg;government;Senator für Justiz und Gleichstellung;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Ralf Kleindiek;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;1/1/14;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Dr. Nikolas Hill ;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;1/1/14;;;;;;CDU;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Detlef Scheele;Senat der Hansestadt Hamburg;government;Senator für Arbeit, Soziales, Familie und Integration;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Jan Pörksen;Senat der Hansestadt Hamburg;government;Staatsrat;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Cornelia Prüfer-Storcks;Senat der Hansestadt Hamburg;government;Senator für Gesundheit und Verbraucherschutz;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Elke Badde;Senat der Hansestadt Hamburg;government;Staatsrätin;3/23/11;;;;;;;SPD;Mitglied;;;;Kabinett Scholz;Hamburg;Landesregierung
Hamburg;Barbara Kisseler;Senat der Hansestadt Hamburg;government;Kultursenator;3/23/11;;;;;;;;;;;;Kabinett Scholz;Hamburg;Landesregierung
Brandenburg;Dietmar Woidke;Staatskanzlei Brandenburg;government;Ministerpräsident;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Rudolf Zeeb;Staatskanzlei Brandenburg;government;Staatssekretär;11/5/14;;Chef der Staatskanzlei;government;11/5/14;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Thomas Kralinski ;Staatskanzlei Brandenburg;government;Staatssekretär;11/5/14;;Bevollmächtigter beim Bund;government;11/5/14;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Christian Görke;Staatskanzlei Brandenburg;government;Stellvertretender Ministerpräsident;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Karl-Heinz Schröter;Ministerium für Inneres und Kommunales Brandenburg;government;Minister für Inneres und Kommunales;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Arne Feuring;Ministerium für Inneres und Kommunales Brandenburg;government;Staatssekretär;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Christian Görke;Finanzministerium Brandenburg;government;Finanzminister ;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Daniela Trochowski;Finanzministerium Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Helmuth Markov;Ministerium für Justiz, Europa und Verbraucherschutz Brandenburg;government;Minister für Justiz, Europa und Verbraucherschutz;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Ronald Pienkny ;Ministerium für Justiz, Europa und Verbraucherschutz Brandenburg;government;Finanzminister ;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Anne Quart ;Ministerium für Justiz, Europa und Verbraucherschutz Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Albrecht Gerber;Ministerium für Wirtschaft und Energie Brandenburg;government;Minister für Wirtschaft und Energie;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Hendrik Fischer;Ministerium für Wirtschaft und Energie Brandenburg;government;Staatssekretär;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Diana Golze;Ministerium für Arbeit, Soziales, Gesundheit, Frauen und Familie Brandenburg;government;Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Almuth Hartwig-Tiedt;Ministerium für Arbeit, Soziales, Gesundheit, Frauen und Familie Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Jörg Vogelsänger;Ministerium für ländliche Entwicklung, Umwelt und Landwirtschaft Brandenburg;government;Minister für ländliche Entwicklung, Umwelt und Landwirtschaft ;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Carolin Schilde;Ministerium für ländliche Entwicklung, Umwelt und Landwirtschaft Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Günter Baaske;Ministerium für Bildung, Jugend und Sport Brandenburg;government;Minister für Bildung, Jugend und Sport;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Thomas Drescher;Ministerium für Bildung, Jugend und Sport Brandenburg;government;Staatssekretär;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Sabine Kunst;Miniserium für Wissenschaft, Forschung und Kultur Brandenburg;government;Miniserin für Wissenschaft, Forschung und Kultur;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Martin Gorholt;Miniserium für Wissenschaft, Forschung und Kultur Brandenburg;government;Staatssekretär;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Kathrin Schneider;Ministerium für Infrastruktur und Landesplanung Brandenburg;government;Ministerin für Infrastruktur und Landesplanung;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Katrin Lange;Ministerium für Infrastruktur und Landesplanung Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung